#pacId	locusName	transcriptName	peptideName	Pfam	Panther	KOG	KEGG/ec	KO	GO	Best-hit-arabi-name	arabi-symbol	arabi-defline
16823307	30190.t000180	30190.m010944	30190.m010944									
16823308	30190.t000181	30190.m010945	30190.m010945	PF00571,PF00654	PTHR11689,PTHR11689:SF67			K05016	GO:0055085,GO:0016020,GO:0006821,GO:0005247	AT3G27170.1	ATCLC-B,CLC-B	chloride channel B
16823309	30190.t000182	30190.m010946	30190.m010946	PF05175	PTHR11061,PTHR11061:SF29		2.1.1.190,2.1.1.189		GO:0008168	AT3G27180.1		S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
16823310	30190.t000183	30190.m010947	30190.m010947	PF00560	PTHR27004,PTHR27004:SF21		2.7.11.1		GO:0005515	AT2G34930.1		disease resistance family protein / LRR family protein
16823311	30190.t000184	30190.m010948	30190.m010948		PTHR27004,PTHR27004:SF21		2.7.11.1			AT2G34930.1		disease resistance family protein / LRR family protein
16823312	30190.t000185	30190.m010949	30190.m010949	PF00485,PF14681	PTHR10285,PTHR10285:SF71		2.4.2.9,2.7.1.48	K00876	GO:0016301,GO:0008152,GO:0005524	AT5G40870.1	ATUK/UPRT1,UK/UPRT1,UKL1	uridine kinase/uracil phosphoribosyltransferase 1
16823313	30190.t000186	30190.m010950	30190.m010950	PF02298	PTHR33021,PTHR33021:SF50				GO:0009055	AT3G27200.1		Cupredoxin superfamily protein
16823314	30190.t000187	30190.m010951	30190.m010951	PF04083	PTHR11005,PTHR11005:SF38	KOG2624	3.1.1.3		GO:0006629	AT5G14180.1	MPL1	Myzus persicae-induced lipase 1
16823315	30190.t000188	30190.m010952	30190.m010952		PTHR34280,PTHR34280:SF2					AT3G01860.1		
16823316	30190.t000189	30190.m010953	30190.m010953	PF00834	PTHR11749	KOG3111	5.1.3.1	K01783	GO:0016857,GO:0005975	AT3G01850.2		Aldolase-type TIM barrel family protein
16823317	30190.t000190	30190.m010954	30190.m010954	PF01476,PF00069	PTHR27001,PTHR27001:SF120	KOG1187	2.7.11.1		GO:0006468,GO:0005524,GO:0004672	AT3G01840.1		Protein kinase superfamily protein
16823318	30190.t000191	30190.m010955	30190.m010955	PF13499,PF13833	PTHR10891,PTHR10891:SF621	KOG0027		K13448		AT1G76650.1	CML38	calmodulin-like 38
16823319	30190.t000192	30190.m010956	30190.m010956	PF03140	PTHR31549,PTHR31549:SF12					AT2G36430.1		Plant protein of unknown function (DUF247)
16823320	30190.t000193	30190.m010957	30190.m010957									
16823321	30190.t000194	30190.m010958	30190.m010958		PTHR23359,PTHR23359:SF86		2.7.4.3	K00939	GO:0019205,GO:0006139,GO:0005524	AT3G01820.1		P-loop containing nucleoside triphosphate hydrolases superfamily protein
16823322	30190.t000195	30190.m010959	30190.m010959	PF00406	PTHR23359,PTHR23359:SF86	KOG3078	2.7.4.3	K00939	GO:0019205,GO:0006139,GO:0005524	AT3G01820.1		P-loop containing nucleoside triphosphate hydrolases superfamily protein
16823323	30190.t000196	30190.m010960	30190.m010960	PF10358	PTHR31344,PTHR31344:SF1					AT3G01810.1		
16823324	30190.t000197	30190.m010961	30190.m010961	PF13855,PF07714	PTHR27003,PTHR27003:SF39	KOG1187	2.7.11.1		GO:0005515,GO:0006468,GO:0004672	AT5G14210.1		Leucine-rich repeat protein kinase family protein
16823325	30190.t000198	30190.m010962	30190.m010962	PF13450	PTHR10742,PTHR10742:SF229	KOG1276	1.3.3.4	K00231		AT5G14220.1	HEMG2,MEE61,PPO2	Flavin containing amine oxidoreductase family
16823326	30190.t000199	30190.m010963	30190.m010963	PF12796	PTHR24158,PTHR24158:SF23	KOG0508,KOG4412				AT5G14230.1		
16823327	30190.t000200	30190.m010964	30190.m010964	PF01765	PTHR20982	KOG4759		K02838	GO:0006412	AT3G01800.1		Ribosome recycling factor
16823328	30190.t000201	30190.m010965	30190.m010965	PF02536	PTHR13068,PTHR13068:SF9			K15032	GO:0006355,GO:0005739,GO:0003690	AT4G14605.1		Mitochondrial transcription termination factor family protein
16823329	30190.t000202	30190.m010966	30190.m010966	PF04824,PF04825	PTHR12585,PTHR12585:SF31	KOG1213		K06670	GO:0000228,GO:0005515	AT5G40840.2	AtRAD21.1,SYN2	Rad21/Rec8-like family protein
16823330	30190.t000203	30190.m010967	30190.m010967	PF00572	PTHR11545	KOG3203		K02871	GO:0006412,GO:0005840,GO:0003735	AT3G01790.2		Ribosomal protein L13 family protein
16823331	30190.t000204	30190.m010968	30190.m010968									
16823332	30190.t000205	30190.m010969	30190.m010969	PF02114	PTHR21148,PTHR21148:SF1	KOG3170				AT5G14240.1		Thioredoxin superfamily protein
16823333	30190.t000206	30190.m010970	30190.m010970	PF01399	PTHR10758	KOG2582		K12177	GO:0005515	AT5G14250.1	COP13,CSN3,FUS11	Proteasome component (PCI) domain protein
16823334	30190.t000207	30190.m010971	30190.m010971		PTHR36029,PTHR36029:SF1					AT3G01780.1	TPLATE	ARM repeat superfamily protein
16823335	30190.t000208	30190.m010972	30190.m010972	PF13193,PF00501	PTHR24096,PTHR24096:SF160	KOG1176			GO:0008152,GO:0003824	AT5G63380.1		AMP-dependent synthetase and ligase family protein
16823336	30190.t000209	30190.m010973	30190.m010973	PF09273	PTHR13271,PTHR13271:SF9	KOG1337	2.1.1.127			AT5G14260.3		Rubisco methyltransferase family protein
16823337	30190.t000210	30190.m010974	30190.m010974	PF01344,PF13418	PTHR24413,PTHR24413:SF137				GO:0005515	AT1G51540.1		Galactose oxidase/kelch repeat superfamily protein
16823338	30190.t000211	30190.m010975	30190.m010975	PF02167	PTHR10266,PTHR10266:SF3			K00413	GO:0020037,GO:0009055	AT5G40810.1		Cytochrome C1 family
16823339	30190.t000212	30190.m010976	30190.m010976		PTHR33595,PTHR33595:SF3					AT3G27250.1		
16823340	30190.t000213	30190.m010977	30190.m010977		PTHR33595,PTHR33595:SF3					AT3G27250.1		
16823341	30190.t000214	30190.m010978	30190.m010978	PF02223	PTHR10344	KOG3327	2.7.4.9	K00943		AT5G59440.3	ATTMPK.1,ATTMPK.2,ZEU1	P-loop containing nucleoside triphosphate hydrolases superfamily protein
16823342	30190.t000215	30190.m010979	30190.m010979	PF17035,PF00439	PTHR22880,PTHR22880:SF156	KOG1474			GO:0005515	AT5G14270.2	ATBET9,BET9	bromodomain and extraterminal domain protein 9
16823343	30190.t000216	30190.m010980	30190.m010980		PTHR31766,PTHR31766:SF2					AT5G14280.1		DNA-binding storekeeper protein-related
16823344	30190.t000217	30190.m010981	30190.m010981	PF03222	PTHR22950,PTHR22950:SF235	KOG1303			GO:0003333	AT5G40780.2	LHT1	lysine histidine transporter 1
16823345	30190.t000218	30190.m010982	30190.m010982	PF01490	PTHR22950,PTHR22950:SF298	KOG1303				AT5G40780.1	LHT1	lysine histidine transporter 1
16823346	30190.t000219	30190.m010983	30190.m010983	PF13637,PF13857	PTHR24198,PTHR24198:SF77	KOG4412				AT3G01750.1		Ankyrin repeat family protein
16823347	30190.t000220	30190.m010984	30190.m010984	PF08561	PTHR28595,PTHR28595:SF1	KOG3435		K17435		AT5G14290.1		Mitochondrial ribosomal protein L37
16823348	30190.t000221	30190.m010985	30190.m010985	PF01145	PTHR23222,PTHR23222:SF3	KOG3083		K17080	GO:0016020	AT5G40770.1	ATPHB3,PHB3	prohibitin 3
16823349	30190.t000222	30190.m010986	30190.m010986	PF00044,PF02800	PTHR10836,PTHR10836:SF59	KOG0657	1.2.1.12	K00134	GO:0055114,GO:0016620	AT1G13440.1	GAPC-2,GAPC2	glyceraldehyde-3-phosphate dehydrogenase C2
16823350	30190.t000223	30190.m010987	30190.m010987	PF01656	PTHR23264	KOG3022				AT5G50960.1	ATNBP35,NBP35	nucleotide binding protein 35
16823351	30190.t000224	30190.m010988	30190.m010988									
16823352	30190.t000225	30190.m010989	30190.m010989	PF14543,PF14541	PTHR13683,PTHR13683:SF359	KOG1339	3.4.23.12		GO:0006508,GO:0004190	AT2G23945.1		Eukaryotic aspartyl protease family protein
16823353	30190.t000227	30190.m010991	30190.m010991	PF02519	PTHR31374,PTHR31374:SF20			K14488	GO:0009733	AT4G22620.1		SAUR-like auxin-responsive protein family 
16823354	30190.t000228	30190.m010992	30190.m010992	PF01650	PTHR12000,PTHR12000:SF16		3.4.22.34	K01369	GO:0008233,GO:0006508	AT1G62710.1	BETA-VPE,BETAVPE	beta vacuolar processing enzyme
16823355	30190.t000229	30190.m010993	30190.m010993	PF00494	PTHR21181,PTHR21181:SF13	KOG4411	2.5.1.32	K18163	GO:0016740,GO:0009058	AT1G62730.1		Terpenoid synthases superfamily protein
16823356	30190.t000230	30190.m010994	30190.m010994									
16823357	30190.t000231	30190.m010995	30190.m010995	PF00515,PF13414	PTHR22904,PTHR22904:SF371			K09553	GO:0005515	AT4G12400.2		stress-inducible protein, putative
16823358	30190.t000232	30190.m010996	30190.m010996	PF03144,PF00679,PF14492,PF03764,PF00009	PTHR23115,PTHR23115:SF66			K02355	GO:0005525	AT1G62750.1	ATSCO1,ATSCO1/CPEF-G,SCO1	Translation elongation factor EFG/EF2 protein
16823359	30190.t000233	30190.m010997	30190.m010997	PF04043	PTHR31080,PTHR31080:SF8		3.1.1.11		GO:0004857	AT5G62360.1		Plant invertase/pectin methylesterase inhibitor superfamily protein
16823360	30190.t000234	30190.m010998	30190.m010998	PF04043	PTHR31080,PTHR31080:SF8		3.1.1.11		GO:0004857	AT5G62360.1		Plant invertase/pectin methylesterase inhibitor superfamily protein
16823361	30190.t000235	30190.m010999	30190.m010999									
16823362	30190.t000236	30190.m011000	30190.m011000	PF04043	PTHR31080,PTHR31080:SF2		3.1.1.11		GO:0004857	AT4G12390.1	PME1	pectin methylesterase inhibitor 1
16823363	30190.t000237	30190.m011001	30190.m011001		PTHR36333,PTHR36333:SF1					AT1G62780.1		
16823364	30190.t000238	30190.m011002	30190.m011002									
16823365	30190.t000239	30190.m011003	30190.m011003	PF14368	PTHR33044,PTHR33044:SF37					AT1G62790.2		Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
16823366	30190.t000240	30190.m011004	30190.m011004	PF00249	PTHR10641,PTHR10641:SF674	KOG0048		K09422		AT4G12350.1	AtMYB42,MYB42	myb domain protein 42
16823367	30190.t000241	30190.m011005	30190.m011005		PTHR21588					AT4G12340.1		copper ion binding
16823368	30190.t000242	30190.m011006	30190.m011006	PF02892,PF05699,PF04937	PTHR32166,PTHR32166:SF29				GO:0003677,GO:0046983	AT1G79740.1		hAT transposon superfamily
16823369	30190.t000243	30190.m011007	30190.m011007	PF00067	PTHR24298,PTHR24298:SF114	KOG0156			GO:0055114,GO:0020037,GO:0016705,GO:0005506	AT4G12320.1	CYP706A6	cytochrome P450, family 706, subfamily A, polypeptide 6
16823370	30190.t000244	30190.m011008	30190.m011008	PF00067	PTHR24298,PTHR24298:SF136	KOG0156			GO:0055114,GO:0020037,GO:0016705,GO:0005506	AT4G12300.1	CYP706A4	cytochrome P450, family 706, subfamily A, polypeptide 4
16823371	30190.t000245	30190.m011009	30190.m011009	PF00067	PTHR24298,PTHR24298:SF136				GO:0055114,GO:0020037,GO:0016705,GO:0005506	AT4G12320.1	CYP706A6	cytochrome P450, family 706, subfamily A, polypeptide 6
16823372	30190.t000246	30190.m011010	30190.m011010	PF00067	PTHR24298,PTHR24298:SF136				GO:0055114,GO:0020037,GO:0016705,GO:0005506	AT4G22690.1	CYP706A1	cytochrome P450, family 706, subfamily A, polypeptide 1
16823373	30190.t000247	30190.m011011	30190.m011011	PF02727,PF02728,PF01179	PTHR10638,PTHR10638:SF39		1.4.3.21	K00276	GO:0055114,GO:0048038,GO:0009308,GO:0008131,GO:0005507	AT4G12290.1		Copper amine oxidase family protein
16823374	30190.t000248	30190.m011012	30190.m011012	PF02728,PF02727,PF01179	PTHR10638,PTHR10638:SF38		1.4.3.21	K00276	GO:0055114,GO:0048038,GO:0009308,GO:0008131,GO:0005507	AT1G62810.1		Copper amine oxidase family protein
16823375	30190.t000249	30190.m011013	30190.m011013	PF01073	PTHR10366,PTHR10366:SF393	KOG1371	5.1.3.6	K08679	GO:0055114,GO:0016616,GO:0006694,GO:0003854	AT1G02000.1	GAE2	UDP-D-glucuronate 4-epimerase 2
16823376	30190.t000250	30190.m011014	30190.m011014	PF01936	PTHR35744,PTHR35744:SF2					AT4G12240.1		zinc finger (C2H2 type) family protein
16823377	30190.t000251	30190.m011015	30190.m011015	PF01936	PTHR35744,PTHR35744:SF2					AT4G12240.1		zinc finger (C2H2 type) family protein
16823378	30190.t000252	30190.m011016	30190.m011016	PF00067	PTHR24298,PTHR24298:SF136				GO:0055114,GO:0020037,GO:0016705,GO:0005506	AT4G22690.1	CYP706A1	cytochrome P450, family 706, subfamily A, polypeptide 1
16823379	30190.t000253	30190.m011017	30190.m011017	PF13405,PF13499	PTHR23050,PTHR23050:SF214	KOG0027		K13448	GO:0005509	AT1G12310.1		Calcium-binding EF-hand family protein
16823380	30190.t000254	30190.m011018	30190.m011018									
16823381	30190.t000255	30190.m011019	30190.m011019	PF08069	PTHR11885			K02953	GO:0006412,GO:0005840,GO:0003735	AT4G00100.1	ATRPS13A,PFL2,RPS13,RPS13A	ribosomal protein S13A
16823382	30190.t000256	30190.m011020	30190.m011020	PF00561	PTHR15913,PTHR15913:SF0					AT4G12230.1		alpha/beta-Hydrolases superfamily protein
16823383	30190.t000257	30190.m011021	30190.m011021	PF00560,PF08263,PF00069	PTHR27006,PTHR27006:SF43	KOG1187	2.7.11.1		GO:0005515,GO:0006468,GO:0005524,GO:0004672	AT4G22730.1		Leucine-rich repeat protein kinase family protein
16823384	30190.t000258	30190.m011022	30190.m011022	PF08669	PTHR22602,PTHR22602:SF0			K06980		AT4G12130.1		Glycine cleavage T-protein family
16823385	30190.t000259	30190.m011023	30190.m011023	PF07279	PTHR33593,PTHR33593:SF2					AT3G60780.1		Protein of unknown function (DUF1442)
16823386	30190.t000260	30190.m011024	30190.m011024					K15033		AT1G62850.2		Class I peptide chain release factor
16823387	30190.t000261	30190.m011025	30190.m011025	PF07714	PTHR27006,PTHR27006:SF43	KOG1187	2.7.11.1		GO:0006468,GO:0004672	AT5G51560.1		Leucine-rich repeat protein kinase family protein
16823388	30190.t000262	30190.m011026	30190.m011026	PF08669	PTHR22602,PTHR22602:SF0	KOG2929		K06980		AT4G12130.1		Glycine cleavage T-protein family
16823389	30190.t000263	30190.m011027	30190.m011027	PF07279	PTHR33593,PTHR33593:SF2					AT3G60780.1		Protein of unknown function (DUF1442)
16823390	30190.t000264	30190.m011028	30190.m011028	PF00472	PTHR11075	KOG3429	3.1.1.29	K15033	GO:0006415,GO:0003747	AT1G62850.3		Class I peptide chain release factor
16823391	30190.t000265	30190.m011029	30190.m011029	PF08241,PF05093	PTHR13273	KOG4020			GO:0008168,GO:0008152,GO:0051536,GO:0016226,GO:0005737	AT5G18400.3		Cytokine-induced anti-apoptosis inhibitor 1, Fe-S biogenesis
16823392	30190.t000266	30190.m011030	30190.m011030	PF10248	PTHR13105,PTHR13105:SF7					AT4G22740.2		glycine-rich protein
16823393	30190.t000267	30190.m011031	30190.m011031							AT1G62850.3		Class I peptide chain release factor
16823394	30190.t000268	30190.m011032	30190.m011032	PF00888	PTHR11932,PTHR11932:SF84			K03347	GO:0031625,GO:0006511	AT4G02570.1	ATCUL1,AXR6,CUL1	cullin 1
16823395	30190.t000269	30190.m011033	30190.m011033		PTHR22883,PTHR22883:SF66		2.3.1.225			AT3G60800.1		DHHC-type zinc finger family protein
16823396	30190.t000270	30190.m011034	30190.m011034		PTHR31029,PTHR31029:SF4					AT1G12330.1		
16823397	30190.t000271	30190.m011035	30190.m011035	PF00995	PTHR11679,PTHR11679:SF38			K15292	GO:0016192,GO:0006904	AT1G12360.1	KEU	Sec1/munc18-like (SM) proteins superfamily
16823398	30190.t000272	30190.m011036	30190.m011036	PF03441,PF00875	PTHR10211,PTHR10211:SF0	KOG0133	4.1.99.3	K01669	GO:0006281,GO:0003904	AT1G12370.2	PHR1,UVR2	photolyase 1
16823399	30190.t000274	30190.m011038	30190.m011038		PTHR32166,PTHR32166:SF25					AT1G62870.1		
16823400	30190.t000275	30190.m011039	30190.m011039	PF04116	PTHR11863,PTHR11863:SF44	KOG0873	1.14.13.72	K14423	GO:0055114,GO:0016491,GO:0006633,GO:0005506	AT4G12110.1	ATSMO1,ATSMO1-1,SMO1-1	sterol-4alpha-methyl oxidase 1-1
16823401	30190.t000276	30190.m011040	30190.m011040	PF01535	PTHR24015,PTHR24015:SF297					AT4G22760.1		Tetratricopeptide repeat (TPR)-like superfamily protein
16823402	30190.t000277	30190.m011041	30190.m011041		PTHR33270,PTHR33270:SF6					AT4G22758.1		
16823403	30190.t000278	30190.m011042	30190.m011042		PTHR33270,PTHR33270:SF7					AT2G27830.1		
16823404	30190.t000279	30190.m011043	30190.m011043	PF03311	PTHR12290,PTHR12290:SF18				GO:0035556,GO:0016020	AT1G12390.1		Cornichon family protein
16823405	30190.t000280	30190.m011044	30190.m011044	PF00574	PTHR10381,PTHR10381:SF15	KOG0840	3.4.21.92	K01358		AT1G12410.1	CLP2,CLPR2,NCLPP2	CLP protease proteolytic subunit 2
16823406	30190.t000281	30190.m011045	30190.m011045							AT1G62935.1		
16823407	30190.t000282	30190.m011046	30190.m011046	PF03479	PTHR31500,PTHR31500:SF7					AT4G12080.1	AHL1,ATAHL1	AT-hook motif nuclear-localized protein 1
16823408	30190.t000283	30190.m011047	30190.m011047									
16823409	30190.t000284	30190.m011048	30190.m011048	PF01842	PTHR31096,PTHR31096:SF6		2.7.7.59		GO:0016597,GO:0008152	AT1G12420.1	ACR8	ACT domain repeat 8
16823410	30190.t000285	30190.m011049	30190.m011049	PF02861	PTHR11638,PTHR11638:SF105				GO:0019538	AT4G12060.1		Double Clp-N motif protein
16823411	30190.t000286	30190.m011050	30190.m011050	PF01554	PTHR11206,PTHR11206:SF93	KOG1347		K03327	GO:0055085,GO:0016020,GO:0015297,GO:0015238,GO:0006855	AT4G22790.1		MATE efflux family protein
16823412	30190.t000287	30190.m011051	30190.m011051	PF13676,PF00931	PTHR11017,PTHR11017:SF162	KOG4658			GO:0007165,GO:0005515,GO:0043531	AT5G17680.1		disease resistance protein (TIR-NBS-LRR class), putative
16823413	30190.t000288	30190.m011052	30190.m011052	PF13676,PF00931		KOG4658			GO:0007165,GO:0005515,GO:0043531	AT4G12010.1		Disease resistance protein (TIR-NBS-LRR class) family
16823414	30190.t000289	30190.m011053	30190.m011053	PF03479	PTHR31100,PTHR31100:SF15					AT4G22810.1		Predicted AT-hook DNA-binding family protein
16823415	30190.t000290	30190.m011054	30190.m011054	PF00514,PF00225	PTHR24115	KOG0240	3.6.4.4		GO:0005515,GO:0008017,GO:0007018,GO:0005524,GO:0003777,GO:0005871	AT1G12430.1	ARK3,PAK	armadillo repeat kinesin 3
16823416	30190.t000291	30190.m011055	30190.m011055		PTHR33601,PTHR33601:SF2					AT3G60890.2	ZPR2	protein binding
16823417	30190.t000292	30190.m011056	30190.m011056	PF10693	PTHR33833,PTHR33833:SF3					AT4G22830.2		
16823418	30190.t000293	30190.m011057	30190.m011057	PF10693						AT4G22830.1		
16823419	30190.t000294	30190.m011058	30190.m011058	PF01758	PTHR10361,PTHR10361:SF30	KOG2718			GO:0016020	AT4G22840.1		Sodium Bile acid symporter family
16823420	30190.t000295	30190.m011059	30190.m011059	PF09335	PTHR12677,PTHR12677:SF19					AT1G12450.1		SNARE associated Golgi protein family
16823421	30190.t000296	30190.m011060	30190.m011060	PF08263,PF13855,PF00069		KOG1187	2.7.11.1		GO:0005515,GO:0006468,GO:0005524,GO:0004672	AT1G12460.1		Leucine-rich repeat protein kinase family protein
16823422	30190.t000297	30190.m011061	30190.m011061	PF00155	PTHR11751,PTHR11751:SF411		4.4.1.14	K14270	GO:0030170,GO:0009058	AT1G62960.1	ACS10	ACC synthase 10
16823423	30190.t000298	30190.m011062	30190.m011062	PF12214						AT4G22860.1		Cell cycle regulated microtubule associated protein
16823424	30190.t000299	30190.m011063	30190.m011063	PF03595	PTHR31269,PTHR31269:SF11				GO:0055085,GO:0016021,GO:0008308,GO:0006873	AT1G12480.1	CDI3,OZS1,RCD3,SLAC1	C4-dicarboxylate transporter/malic acid transport protein
16823425	30190.t000300	30190.m011064	30190.m011064	PF02298	PTHR33021				GO:0009055	AT2G32300.1	UCC1	uclacyanin 1
16823426	30190.t000301	30190.m011065	30190.m011065	PF08449	PTHR11132,PTHR11132:SF130	KOG1441			GO:0055085	AT1G12500.1		Nucleotide-sugar transporter family protein
16823427	30190.t000302	30190.m011066	30190.m011066	PF08880,PF08879	PTHR31602,PTHR31602:SF16				GO:0006355,GO:0005634,GO:0005524,GO:0032502,GO:0006351	AT4G37740.1	AtGRF2,GRF2	growth-regulating factor 2
16823428	30190.t000303	30190.m011067	30190.m011067		PTHR24298,PTHR24298:SF121		1.14.13.102			AT2G45550.1	CYP76C4	cytochrome P450, family 76, subfamily C, polypeptide 4
16823429	30190.t000304	30190.m011068	30190.m011068	PF00067	PTHR24298,PTHR24298:SF121	KOG0156	1.14.13.152		GO:0055114,GO:0020037,GO:0016705,GO:0005506	AT2G45580.1	CYP76C3	cytochrome P450, family 76, subfamily C, polypeptide 3
16823430	30190.t000305	30190.m011069	30190.m011069	PF00067	PTHR24298,PTHR24298:SF121	KOG0156	1.14.13.152		GO:0055114,GO:0020037,GO:0016705,GO:0005506	AT2G45550.1	CYP76C4	cytochrome P450, family 76, subfamily C, polypeptide 4
16823431	30190.t000306	30190.m011070	30190.m011070	PF00293		KOG3041	3.6.1.21	K18447	GO:0016787	AT4G11980.1	ATNUDT14,ATNUDX14,NUDX14	nudix hydrolase homolog 14
16823432	30190.t000307	30190.m011071	30190.m011071	PF00403,PF00080	PTHR10003,PTHR10003:SF27	KOG4656		K04569	GO:0046872,GO:0030001,GO:0055114,GO:0006801,GO:0016532,GO:0005507	AT1G12520.1	ATCCS,CCS	copper chaperone for SOD1
16823433	30190.t000308	30190.m011072	30190.m011072	PF05922,PF02225,PF00082	PTHR10795,PTHR10795:SF370		3.4.14.10		GO:0006508,GO:0004252	AT1G04110.1	SDD1	Subtilase family protein
16823434	30190.t000309	30190.m011073	30190.m011073		PTHR10795,PTHR10795:SF411					AT3G14067.1		Subtilase family protein
16823435	30190.t000311	30190.m011075	30190.m011075	PF05922,PF02225,PF00082	PTHR10795,PTHR10795:SF370		3.4.14.10		GO:0006508,GO:0004252	AT1G04110.1	SDD1	Subtilase family protein
